;SoC;Charge;Discharge;Energy prices;Cash flow
1579;12.1052631578947;0.0;11.5;0.51244;5.89306
1580;0.0;0.0;0.0;0.475;0.0
1581;0.0;0.0;0.0;0.43994;0.0
1582;0.0;0.0;0.0;0.42646;0.0
1583;0.0;0.0;11.5;0.37901999999999997;4.3587299999999995
1584;0.0;0.0;0.0;0.45094999999999996;0.0
1585;0.0;0.0;0.0;0.4495;0.0
1586;0.0;0.0;0.0;0.4495;0.0
1587;0.0;11.5;0.0;0.42488;-4.88612
1588;10.925;2.71052631578947;0.0;0.42989;-1.1652281578947352
1589;13.5;0.0;0.0;0.4496;0.0
1590;13.5;0.0;0.0;0.58248;0.0
1591;13.5;0.0;11.5;0.69;7.935
1592;1.39473684210526;0.0;1.325;0.65;0.86125
1593;0.0;0.0;0.0;0.601;0.0
1594;0.0;0.0;0.0;0.582;0.0
1595;0.0;0.0;0.0;0.5480900000000001;0.0
1596;0.0;0.0;0.0;0.5154;0.0
1597;0.0;0.0;0.0;0.4382;0.0
1598;0.0;2.71052631578947;0.0;0.4248;-1.1514315789473668
1599;2.575;11.5;0.0;0.4184;-4.8116
1600;13.5;0.0;0.0;0.5143099999999999;0.0
1601;13.5;0.0;0.0;0.6030800000000001;0.0
1602;13.5;0.0;1.325;0.6749299999999999;0.8942822499999998
1603;12.1052631578947;0.0;11.5;0.7;8.049999999999999
1604;0.0;0.0;0.0;0.65491;0.0
1605;0.0;0.0;0.0;0.5803200000000001;0.0
1606;0.0;0.0;0.0;0.57747;0.0
1607;0.0;0.0;11.5;0.5660599999999999;6.509689999999999
1608;0.0;0.0;0.0;0.46846;0.0
1609;0.0;0.0;0.0;0.45000999999999997;0.0
1610;0.0;0.0;0.0;0.425;0.0
1611;0.0;2.71052631578947;0.0;0.42002999999999996;-1.138502368421051
1612;2.575;11.5;0.0;0.42002999999999996;-4.8303449999999994
1613;13.5;0.0;0.0;0.44;0.0
1614;13.5;0.0;0.0;0.52376;0.0
1615;13.5;0.0;11.5;0.57945;6.6636750000000005
1616;1.39473684210526;0.0;1.325;0.55476;0.7350570000000001
1617;0.0;0.0;0.0;0.50454;0.0
1618;0.0;0.0;0.0;0.43960000000000005;0.0
1619;0.0;0.0;0.0;0.39812000000000003;0.0
1620;0.0;2.71052631578947;0.0;0.35971;-0.9750034210526302
1621;2.575;11.5;0.0;0.35674;-4.10251
1622;13.5;0.0;0.0;0.36898000000000003;0.0
1623;13.5;0.0;0.0;0.39313;0.0
1624;13.5;0.0;0.0;0.42508999999999997;0.0
1625;13.5;0.0;0.0;0.52943;0.0
1626;13.5;0.0;1.325;0.5749299999999999;0.7617822499999999
1627;12.1052631578947;0.0;11.5;0.605;6.9575
1628;0.0;0.0;0.0;0.53465;0.0
1629;0.0;0.0;0.0;0.44875;0.0
1630;0.0;0.0;0.0;0.44906;0.0
1631;0.0;0.0;11.5;0.42589;4.897735
1632;0.0;0.0;0.0;0.37289;0.0
1633;0.0;0.0;0.0;0.32;0.0
1634;0.0;0.0;0.0;0.32159;0.0
1635;0.0;2.71052631578947;0.0;0.31009;-0.8405071052631566
1636;2.575;11.5;0.0;0.31007;-3.565805
1637;13.5;0.0;0.0;0.33501;0.0
1638;13.5;0.0;0.0;0.41466000000000003;0.0
1639;13.5;0.0;1.325;0.43606;0.5777795
1640;12.1052631578947;0.0;11.5;0.45269;5.205935
1641;0.0;0.0;0.0;0.42260000000000003;0.0
1642;0.0;0.0;0.0;0.40095;0.0
1643;0.0;0.0;0.0;0.35635;0.0
1644;0.0;0.0;0.0;0.3614;0.0
1645;0.0;0.0;0.0;0.34592;0.0
1646;0.0;0.0;0.0;0.32093;0.0
1647;0.0;2.71052631578947;0.0;0.32;-0.8673684210526303
1648;2.575;11.5;0.0;0.3196;-3.6754
1649;13.5;0.0;0.0;0.38700999999999997;0.0
1650;13.5;0.0;0.0;0.41564;0.0
1651;13.5;0.0;11.5;0.44375;5.1031249999999995
1652;1.39473684210526;0.0;1.325;0.43001;0.5697632499999999
1653;0.0;0.0;0.0;0.37349;0.0
1654;0.0;0.0;0.0;0.32325;0.0
1655;0.0;0.0;11.5;0.3195;3.6742500000000002
1656;0.0;0.0;0.0;0.27;0.0
1657;0.0;0.0;0.0;0.24999000000000002;0.0
1658;0.0;0.0;0.0;0.23268;0.0
1659;0.0;0.0;0.0;0.19387000000000001;0.0
1660;0.0;11.5;0.0;0.1448;-1.6652000000000002
1661;10.925;2.71052631578947;0.0;0.16996;-0.4606810526315783
1662;13.5;0.0;0.0;0.28866;0.0
1663;13.5;0.0;0.0;0.30381;0.0
1664;13.5;0.0;11.5;0.31153;3.5825949999999995
1665;1.39473684210526;0.0;1.325;0.30941;0.40996825000000003
1666;0.0;0.0;0.0;0.30001;0.0
1667;0.0;0.0;0.0;0.27394;0.0
1668;0.0;0.0;0.0;0.27717;0.0
1669;0.0;11.5;0.0;0.27;-3.1050000000000004
1670;10.925;0.0;0.0;0.2744;0.0
1671;10.925;2.71052631578947;0.0;0.27199;-0.737236052631578
1672;13.5;0.0;0.0;0.27473000000000003;0.0
1673;13.5;0.0;0.0;0.29999000000000003;0.0
1674;13.5;0.0;0.0;0.3108;0.0
1675;13.5;0.0;1.325;0.35;0.46374999999999994
1676;12.1052631578947;0.0;11.5;0.35697;4.105155
1677;0.0;11.5;0.0;0.2792;-3.2108
1678;10.925;0.0;10.37875;0.34195;3.5490135625
1679;0.0;0.0;11.5;0.33179000000000003;3.8155850000000004
1680;0.0;0.0;0.0;0.29;0.0
1681;0.0;0.0;0.0;0.28196;0.0
1682;0.0;0.0;0.0;0.2752;0.0
1683;0.0;2.71052631578947;0.0;0.24418;-0.6618563157894728
1684;2.575;11.5;0.0;0.23822;-2.73953
1685;13.5;0.0;0.0;0.25188;0.0
1686;13.5;0.0;0.0;0.24941;0.0
1687;13.5;0.0;0.0;0.26749;0.0
1688;13.5;0.0;1.325;0.29238;0.38740349999999996
1689;12.1052631578947;0.0;11.5;0.294;3.381
1690;0.0;0.0;0.0;0.27401;0.0
1691;0.0;0.0;0.0;0.26462;0.0
1692;0.0;0.0;0.0;0.25855;0.0
1693;0.0;0.0;0.0;0.24769;0.0
1694;0.0;11.5;0.0;0.19515000000000002;-2.244225
1695;10.925;2.71052631578947;0.0;0.19627;-0.5319949999999992
1696;13.5;0.0;0.0;0.2044;0.0
1697;13.5;0.0;0.0;0.2873;0.0
1698;13.5;0.0;11.5;0.32330000000000003;3.7179500000000005
1699;1.39473684210526;0.0;0.0;0.29096;0.0
1700;1.39473684210526;0.0;1.325;0.29291;0.38810574999999997
1701;0.0;0.0;0.0;0.28272;0.0
1702;0.0;0.0;0.0;0.26955;0.0
1703;0.0;0.0;11.5;0.26277;3.021855
1704;0.0;0.0;0.0;0.2145;0.0
1705;0.0;0.0;0.0;0.21142;0.0
1706;0.0;0.0;0.0;0.207;0.0
1707;0.0;2.71052631578947;0.0;0.18931;-0.5131297368421046
1708;2.575;11.5;0.0;0.17451;-2.006865
1709;13.5;0.0;0.0;0.2;0.0
1710;13.5;0.0;0.0;0.21369;0.0
1711;13.5;0.0;0.0;0.215;0.0
1712;13.5;0.0;0.0;0.2149;0.0
1713;13.5;0.0;11.5;0.25;2.875
1714;1.39473684210526;1.24238227146814;0.0;0.22066999999999998;-0.27415649584487445
1715;2.575;11.5;0.0;0.215;-2.4725
1716;13.5;0.0;11.5;0.27093;3.115695
1717;1.39473684210526;0.0;1.325;0.25562999999999997;0.3387097499999999
1718;0.0;2.71052631578947;0.0;0.22518000000000002;-0.6103563157894729
1719;2.575;11.5;0.0;0.22347;-2.569905
1720;13.5;0.0;0.0;0.22555;0.0
1721;13.5;0.0;0.0;0.26000999999999996;0.0
1722;13.5;0.0;0.0;0.29;0.0
1723;13.5;0.0;1.325;0.36202;0.4796765
1724;12.1052631578947;0.0;11.5;0.38989999999999997;4.4838499999999994
1725;0.0;0.0;0.0;0.3511;0.0
1726;0.0;0.0;0.0;0.32195999999999997;0.0
1727;0.0;0.0;11.5;0.30591;3.5179650000000002
1728;0.0;0.0;0.0;0.29155000000000003;0.0
1729;0.0;0.0;0.0;0.28002999999999995;0.0
1730;0.0;0.0;0.0;0.23224;0.0
1731;0.0;2.71052631578947;0.0;0.22476;-0.6092178947368412
1732;2.575;11.5;0.0;0.21991;-2.528965
1733;13.5;0.0;0.0;0.23006000000000001;0.0
1734;13.5;0.0;0.0;0.3292;0.0
1735;13.5;0.0;1.325;0.36;0.477
1736;12.1052631578947;0.0;11.5;0.36562;4.20463
1737;0.0;0.0;0.0;0.33549;0.0
1738;0.0;0.0;0.0;0.31360000000000005;0.0
1739;0.0;0.0;0.0;0.28914999999999996;0.0
1740;0.0;0.0;0.0;0.2938;0.0
1741;0.0;2.71052631578947;0.0;0.23934;-0.6487373684210517
1742;2.575;11.5;0.0;0.23536;-2.70664
1743;13.5;0.0;0.0;0.27198;0.0
1744;13.5;0.0;0.0;0.29585;0.0
1745;13.5;0.0;0.0;0.3465;0.0
1746;13.5;0.0;1.325;0.39000999999999997;0.5167632499999999
1747;12.1052631578947;0.0;11.5;0.43542000000000003;5.0073300000000005
1748;0.0;0.0;0.0;0.36526;0.0
1749;0.0;0.0;0.0;0.3227;0.0
1750;0.0;0.0;0.0;0.30073;0.0
1751;0.0;0.0;11.5;0.26186000000000004;3.0113900000000005
1752;0.0;0.0;0.0;0.24891999999999997;0.0
1753;0.0;0.0;0.0;0.24503;0.0
1754;0.0;2.71052631578947;0.0;0.24179;-0.655378157894736
1755;2.575;11.5;0.0;0.24007;-2.760805
1756;13.5;0.0;0.0;0.24269;0.0
1757;13.5;0.0;0.0;0.26239999999999997;0.0
1758;13.5;0.0;0.0;0.31481;0.0
1759;13.5;0.0;1.325;0.33638999999999997;0.44571674999999994
1760;12.1052631578947;0.0;11.5;0.34743;3.995445
1761;0.0;0.0;0.0;0.32056999999999997;0.0
1762;0.0;0.0;0.0;0.29960000000000003;0.0
1763;0.0;0.0;0.0;0.29617;0.0
1764;0.0;2.71052631578947;0.0;0.27932999999999997;-0.7571313157894726
1765;2.575;11.5;0.0;0.27751;-3.191365
1766;13.5;0.0;0.0;0.2817;0.0
1767;13.5;0.0;0.0;0.28637999999999997;0.0
1768;13.5;0.0;0.0;0.30609;0.0
1769;13.5;0.0;0.0;0.32145999999999997;0.0
1770;13.5;0.0;1.325;0.36006;0.4770795
1771;12.1052631578947;0.0;11.5;0.40502;4.65773
1772;0.0;0.0;0.0;0.33367;0.0
1773;0.0;0.0;0.0;0.30419;0.0
1774;0.0;0.0;0.0;0.28317000000000003;0.0
1775;0.0;0.0;11.5;0.26411;3.037265
1776;0.0;0.0;0.0;0.25341;0.0
1777;0.0;0.0;0.0;0.2514;0.0
1778;0.0;0.0;0.0;0.2475;0.0
1779;0.0;2.71052631578947;0.0;0.24001;-0.6505534210526307
1780;2.575;11.5;0.0;0.2385;-2.74275
1781;13.5;0.0;0.0;0.24972;0.0
1782;13.5;0.0;0.0;0.29696;0.0
1783;13.5;0.0;11.5;0.3177;3.6535499999999996
1784;1.39473684210526;0.0;1.325;0.314;0.41605
1785;0.0;0.0;0.0;0.29594;0.0
1786;0.0;0.0;0.0;0.2766;0.0
1787;0.0;2.71052631578947;0.0;0.26536000000000004;-0.7192652631578939
1788;2.575;0.0;0.0;0.27024000000000004;0.0
1789;2.575;0.0;0.0;0.27068000000000003;0.0
1790;2.575;0.0;0.0;0.27508;0.0
1791;2.575;0.0;0.0;0.2732;0.0
1792;2.575;11.5;0.0;0.2651;-3.04865
1793;13.5;0.0;0.0;0.29492;0.0
1794;13.5;0.0;1.325;0.31912999999999997;0.42284724999999995
1795;12.1052631578947;0.0;11.5;0.33669;3.8719349999999997
1796;0.0;0.0;0.0;0.30625;0.0
1797;0.0;0.0;0.0;0.28038;0.0
1798;0.0;0.0;0.0;0.27454;0.0
1799;0.0;0.0;11.5;0.26659;3.065785
1800;0.0;0.0;0.0;0.24627000000000002;0.0
1801;0.0;0.0;0.0;0.24134;0.0
1802;0.0;0.0;0.0;0.2369;0.0
1803;0.0;2.71052631578947;0.0;0.2233;-0.6052605263157886
1804;2.575;11.5;0.0;0.18449000000000002;-2.1216350000000004
1805;13.5;0.0;0.0;0.22531;0.0
1806;13.5;0.0;0.0;0.2393;0.0
1807;13.5;0.0;0.0;0.28491000000000005;0.0
1808;13.5;0.0;11.5;0.30923;3.556145
1809;1.39473684210526;0.0;1.325;0.30589999999999995;0.40531749999999994
1810;0.0;0.0;0.0;0.25446;0.0
1811;0.0;0.0;0.0;0.26327999999999996;0.0
1812;0.0;0.0;0.0;0.25595;0.0
1813;0.0;2.71052631578947;0.0;0.2504;-0.6787157894736833
1814;2.575;0.0;0.0;0.25751;0.0
1815;2.575;11.5;0.0;0.24663;-2.836245
1816;13.5;0.0;0.0;0.25192;0.0
1817;13.5;0.0;0.0;0.27552;0.0
1818;13.5;0.0;1.325;0.30942000000000003;0.4099815
1819;12.1052631578947;0.0;11.5;0.34720999999999996;3.9929149999999995
1820;0.0;0.0;0.0;0.29592;0.0
1821;0.0;0.0;0.0;0.25929;0.0
1822;0.0;0.0;0.0;0.24466;0.0
1823;0.0;0.0;11.5;0.2372;2.7278
1824;0.0;11.5;0.0;0.20303;-2.334845
1825;10.925;0.0;0.0;0.20697;0.0
1826;10.925;0.0;0.0;0.2119;0.0
1827;10.925;2.71052631578947;0.0;0.2065;-0.5597236842105255
1828;13.5;0.0;0.0;0.2099;0.0
1829;13.5;0.0;0.0;0.21706;0.0
1830;13.5;0.0;0.0;0.26297000000000004;0.0
1831;13.5;0.0;11.5;0.29151;3.352365
1832;1.39473684210526;0.0;1.325;0.28781;0.38134825
1833;0.0;0.0;0.0;0.25595;0.0
1834;0.0;0.0;0.0;0.23998;0.0
1835;0.0;0.0;0.0;0.225;0.0
1836;0.0;0.0;0.0;0.22447;0.0
1837;0.0;0.0;0.0;0.21246;0.0
1838;0.0;11.5;0.0;0.20078000000000001;-2.30897
1839;10.925;2.71052631578947;0.0;0.20801;-0.5638165789473676
1840;13.5;0.0;0.0;0.22053;0.0
1841;13.5;0.0;0.0;0.24553999999999998;0.0
1842;13.5;0.0;1.325;0.27531;0.36478574999999996
1843;12.1052631578947;0.0;11.5;0.28652;3.29498
1844;0.0;0.0;0.0;0.2529;0.0
1845;0.0;0.0;0.0;0.21694999999999998;0.0
1846;0.0;0.0;0.0;0.2285;0.0
1847;0.0;0.0;11.5;0.22127000000000002;2.5446050000000002
1848;0.0;0.0;0.0;0.22406;0.0
1849;0.0;0.0;0.0;0.21446;0.0
1850;0.0;0.0;0.0;0.225;0.0
1851;0.0;0.0;0.0;0.19788;0.0
1852;0.0;11.5;0.0;0.18506;-2.12819
1853;10.925;2.71052631578947;0.0;0.19080000000000003;-0.5171684210526309
1854;13.5;0.0;0.0;0.21495;0.0
1855;13.5;0.0;0.0;0.20414;0.0
1856;13.5;0.0;1.325;0.23464;0.31089799999999995
1857;12.1052631578947;0.0;11.5;0.23797;2.736655
1858;0.0;0.0;0.0;0.22775;0.0
1859;0.0;0.0;0.0;0.19349;0.0
1860;0.0;0.0;0.0;0.19213;0.0
1861;0.0;0.0;0.0;0.13354;0.0
1862;0.0;11.5;0.0;0.0937;-1.07755
1863;10.925;2.71052631578947;0.0;0.1164;-0.3155052631578943
1864;13.5;0.0;0.0;0.18885;0.0
1865;13.5;0.0;0.0;0.19513;0.0
1866;13.5;0.0;0.0;0.22103;0.0
1867;13.5;0.0;11.5;0.28502;3.27773
1868;1.39473684210526;0.0;1.325;0.28046;0.3716095
1869;0.0;0.0;0.0;0.24997999999999998;0.0
1870;0.0;0.0;0.0;0.24994;0.0
1871;0.0;0.0;11.5;0.24642;2.83383
1872;0.0;0.0;0.0;0.21549000000000001;0.0
1873;0.0;0.0;0.0;0.21631;0.0
1874;0.0;0.0;0.0;0.20869;0.0
1875;0.0;0.0;0.0;0.1993;0.0
1876;0.0;11.5;0.0;0.1988;-2.2862
1877;10.925;1.24238227146814;0.0;0.1989;-0.24710983379501306
1878;12.1052631578947;0.0;0.0;0.20676;0.0
1879;12.1052631578947;0.0;11.5;0.2211;2.54265
1880;0.0;0.0;0.0;0.21294;0.0
1881;0.0;0.0;0.0;0.21;0.0
1882;0.0;0.0;0.0;0.199;0.0
1883;0.0;0.0;0.0;0.21;0.0
1884;0.0;0.0;0.0;0.21577000000000002;0.0
1885;0.0;0.0;0.0;0.19669999999999999;0.0
1886;0.0;11.5;0.0;0.19113999999999998;-2.19811
1887;10.925;2.71052631578947;0.0;0.19405;-0.5259776315789466
1888;13.5;0.0;0.0;0.21006;0.0
1889;13.5;0.0;0.0;0.23308;0.0
1890;13.5;0.0;0.0;0.21596;0.0
1891;13.5;0.0;1.325;0.2921;0.3870325
1892;12.1052631578947;0.0;11.5;0.29292;3.36858
1893;0.0;0.0;0.0;0.24852000000000002;0.0
1894;0.0;0.0;0.0;0.2476;0.0
1895;0.0;0.0;11.5;0.23711000000000002;2.7267650000000003
1896;0.0;0.0;0.0;0.23308;0.0
1897;0.0;0.0;0.0;0.22058000000000003;0.0
1898;0.0;0.0;0.0;0.21359;0.0
1899;0.0;2.71052631578947;0.0;0.2;-0.542105263157894
1900;2.575;11.5;0.0;0.18999000000000002;-2.1848850000000004
1901;13.5;0.0;0.0;0.20299;0.0
1902;13.5;0.0;0.0;0.264;0.0
1903;13.5;0.0;11.5;0.288;3.312
1904;1.39473684210526;0.0;1.325;0.27549;0.36502425
1905;0.0;0.0;0.0;0.25512999999999997;0.0
1906;0.0;0.0;0.0;0.24228;0.0
1907;0.0;0.0;0.0;0.21869;0.0
1908;0.0;0.0;0.0;0.22221000000000002;0.0
1909;0.0;0.0;0.0;0.2185;0.0
1910;0.0;11.5;0.0;0.21585;-2.482275
1911;10.925;2.71052631578947;0.0;0.21606;-0.5856363157894728
1912;13.5;0.0;0.0;0.23551;0.0
1913;13.5;0.0;0.0;0.27247000000000005;0.0
1914;13.5;0.0;1.325;0.30960000000000004;0.41022000000000003
1915;12.1052631578947;0.0;11.5;0.33698;3.87527
1916;0.0;0.0;0.0;0.28757;0.0
1917;0.0;0.0;0.0;0.25849;0.0
1918;0.0;0.0;0.0;0.24029;0.0
1919;0.0;0.0;11.5;0.22888;2.63212
1920;0.0;0.0;0.0;0.223;0.0
1921;0.0;0.0;0.0;0.215;0.0
1922;0.0;0.0;0.0;0.207;0.0
1923;0.0;2.71052631578947;0.0;0.20636000000000002;-0.559344210526315
1924;2.575;11.5;0.0;0.203;-2.3345000000000002
1925;13.5;0.0;0.0;0.22091999999999998;0.0
1926;13.5;0.0;0.0;0.2737;0.0
1927;13.5;0.0;11.5;0.28734;3.30441
1928;1.39473684210526;0.0;1.325;0.2811;0.3724575
1929;0.0;0.0;0.0;0.24621;0.0
1930;0.0;0.0;0.0;0.21797999999999998;0.0
1931;0.0;0.0;0.0;0.21262999999999999;0.0
1932;0.0;0.0;0.0;0.21483000000000002;0.0
1933;0.0;2.71052631578947;0.0;0.19799;-0.5366571052631571
1934;2.575;11.5;0.0;0.19475;-2.239625
1935;13.5;0.0;0.0;0.19986;0.0
1936;13.5;0.0;0.0;0.23001;0.0
1937;13.5;0.0;0.0;0.25712;0.0
1938;13.5;0.0;1.325;0.30102999999999996;0.39886474999999993
1939;12.1052631578947;0.0;11.5;0.351;4.0365
1940;0.0;0.0;0.0;0.29084;0.0
1941;0.0;0.0;0.0;0.256;0.0
1942;0.0;0.0;0.0;0.24218;0.0
1943;0.0;0.0;11.5;0.22849;2.627635
1944;0.0;0.0;0.0;0.21947999999999998;0.0
1945;0.0;2.71052631578947;0.0;0.20005;-0.5422407894736835
1946;2.575;0.0;0.0;0.20062;0.0
1947;2.575;11.5;0.0;0.19808;-2.27792
1948;13.5;0.0;0.0;0.20409;0.0
1949;13.5;0.0;0.0;0.22615000000000002;0.0
1950;13.5;0.0;0.0;0.27545;0.0
1951;13.5;0.0;11.5;0.29925;3.4413750000000003
1952;1.39473684210526;0.0;1.325;0.28136;0.37280199999999997
1953;0.0;0.0;0.0;0.25167;0.0
1954;0.0;0.0;0.0;0.2191;0.0
1955;0.0;0.0;0.0;0.20977;0.0
1956;0.0;0.0;0.0;0.20499;0.0
1957;0.0;2.71052631578947;0.0;0.19754;-0.5354373684210518
1958;2.575;11.5;0.0;0.1968;-2.2632
1959;13.5;0.0;0.0;0.2026;0.0
1960;13.5;0.0;0.0;0.21799000000000002;0.0
1961;13.5;0.0;0.0;0.26605;0.0
1962;13.5;0.0;1.325;0.31227999999999995;0.4137709999999999
1963;12.1052631578947;0.0;11.5;0.37414;4.30261
1964;0.0;0.0;0.0;0.31103;0.0
1965;0.0;0.0;0.0;0.27;0.0
1966;0.0;0.0;0.0;0.24677000000000002;0.0
1967;0.0;0.0;11.5;0.23332;2.68318
1968;0.0;0.0;0.0;0.22078;0.0
1969;0.0;0.0;0.0;0.21287;0.0
1970;0.0;11.5;0.0;0.21178;-2.43547
1971;10.925;2.71052631578947;0.0;0.21180000000000002;-0.5740894736842098
1972;13.5;0.0;0.0;0.21293;0.0
1973;13.5;0.0;0.0;0.22332;0.0
1974;13.5;0.0;0.0;0.28297000000000005;0.0
1975;13.5;0.0;11.5;0.30507;3.508305
1976;1.39473684210526;0.0;1.325;0.29525999999999997;0.39121949999999994
1977;0.0;0.0;0.0;0.25812999999999997;0.0
1978;0.0;0.0;0.0;0.2398;0.0
1979;0.0;0.0;0.0;0.22199000000000002;0.0
1980;0.0;2.71052631578947;0.0;0.21309999999999998;-0.577613157894736
1981;2.575;0.0;0.0;0.21530000000000002;0.0
1982;2.575;0.0;0.0;0.21536000000000002;0.0
1983;2.575;11.5;0.0;0.21292;-2.4485799999999998
1984;13.5;0.0;0.0;0.23258;0.0
1985;13.5;0.0;0.0;0.26699;0.0
1986;13.5;0.0;1.325;0.31076;0.411757
1987;12.1052631578947;0.0;11.5;0.37111;4.267765
1988;0.0;0.0;0.0;0.2954;0.0
1989;0.0;0.0;0.0;0.25686000000000003;0.0
1990;0.0;0.0;0.0;0.24004;0.0
1991;0.0;0.0;11.5;0.23;2.645
1992;0.0;0.0;0.0;0.26248;0.0
1993;0.0;0.0;0.0;0.24550999999999998;0.0
1994;0.0;0.0;0.0;0.23429;0.0
1995;0.0;2.71052631578947;0.0;0.23015;-0.6238276315789465
1996;2.575;11.5;0.0;0.22601;-2.599115
1997;13.5;0.0;0.0;0.25490999999999997;0.0
1998;13.5;0.0;0.0;0.315;0.0
1999;13.5;0.0;11.5;0.33386;3.83939
2000;1.39473684210526;0.0;1.325;0.32205;0.42671624999999996
2001;0.0;0.0;0.0;0.29708;0.0
2002;0.0;0.0;0.0;0.28274;0.0
2003;0.0;0.0;0.0;0.26499;0.0
2004;0.0;0.0;0.0;0.25326;0.0
2005;0.0;0.0;0.0;0.25008;0.0
2006;0.0;2.71052631578947;0.0;0.24638;-0.6678194736842096
2007;2.575;11.5;0.0;0.23284;-2.67766
2008;13.5;0.0;0.0;0.25107;0.0
2009;13.5;0.0;0.0;0.27627999999999997;0.0
2010;13.5;0.0;1.325;0.30077;0.39852024999999996
2011;12.1052631578947;0.0;11.5;0.3399;3.9088499999999997
2012;0.0;0.0;0.0;0.3;0.0
2013;0.0;0.0;0.0;0.28186;0.0
2014;0.0;0.0;0.0;0.27494;0.0
2015;0.0;0.0;11.5;0.27047000000000004;3.1104050000000005
2016;0.0;0.0;0.0;0.26614;0.0
2017;0.0;0.0;0.0;0.25219;0.0
2018;0.0;0.0;0.0;0.24675;0.0
2019;0.0;0.0;0.0;0.22490000000000002;0.0
2020;0.0;11.5;0.0;0.21109;-2.4275349999999998
2021;10.925;0.0;0.0;0.21618;0.0
2022;10.925;0.0;10.37875;0.23558;2.445025925
2023;0.0;0.0;0.0;0.219;0.0
2024;0.0;0.0;0.0;0.23558;0.0
2025;0.0;0.0;0.0;0.232;0.0
2026;0.0;0.0;0.0;0.22030000000000002;0.0
2027;0.0;0.0;0.0;0.20324;0.0
2028;0.0;0.0;0.0;0.20561000000000001;0.0
2029;0.0;0.0;0.0;0.19985;0.0
2030;0.0;11.5;0.0;0.19661;-2.261015
2031;10.925;2.71052631578947;0.0;0.1983;-0.5374973684210519
2032;13.5;0.0;0.0;0.20138999999999999;0.0
2033;13.5;0.0;0.0;0.23242;0.0
2034;13.5;0.0;0.0;0.2625;0.0
2035;13.5;0.0;11.5;0.29224;3.36076
2036;1.39473684210526;0.0;1.325;0.2701;0.3578825
2037;0.0;0.0;0.0;0.24498;0.0
2038;0.0;0.0;0.0;0.24494;0.0
2039;0.0;0.0;11.5;0.23775;2.7341249999999997
2040;0.0;0.0;0.0;0.235;0.0
2041;0.0;0.0;0.0;0.22193000000000002;0.0
2042;0.0;0.0;0.0;0.21797500000000003;0.0
2043;0.0;0.0;0.0;0.21402000000000002;0.0
2044;0.0;0.0;0.0;0.212;0.0
2045;0.0;0.0;0.0;0.21109;0.0
2046;0.0;0.0;0.0;0.21031;0.0
2047;0.0;0.0;0.0;0.21403;0.0
2048;0.0;0.0;0.0;0.21408000000000002;0.0
2049;0.0;0.0;0.0;0.21406999999999998;0.0
2050;0.0;0.0;0.0;0.20502;0.0
2051;0.0;0.0;0.0;0.19761;0.0
2052;0.0;0.0;0.0;0.19208;0.0
2053;0.0;0.0;0.0;0.15781;0.0
2054;0.0;11.5;0.0;0.09398999999999999;-1.0808849999999999
2055;10.925;2.71052631578947;0.0;0.09498999999999999;-0.2574728947368417
2056;13.5;0.0;0.0;0.14159;0.0
2057;13.5;0.0;0.0;0.19483;0.0
2058;13.5;0.0;0.0;0.22;0.0
2059;13.5;0.0;0.0;0.26252;0.0
2060;13.5;0.0;11.5;0.285;3.2775
2061;1.39473684210526;0.0;1.325;0.27512000000000003;0.364534
2062;0.0;0.0;0.0;0.26408;0.0
2063;0.0;0.0;11.5;0.2429;2.79335
2064;0.0;0.0;0.0;0.21678999999999998;0.0
2065;0.0;0.0;0.0;0.20696;0.0
2066;0.0;0.0;0.0;0.20118;0.0
2067;0.0;2.71052631578947;0.0;0.19575;-0.5305855263157887
2068;2.575;11.5;0.0;0.19501;-2.242615
2069;13.5;0.0;0.0;0.21602000000000002;0.0
2070;13.5;0.0;0.0;0.27494999999999997;0.0
2071;13.5;0.0;0.0;0.32598;0.0
2072;13.5;0.0;11.5;0.37432;4.304679999999999
2073;1.39473684210526;0.0;1.325;0.33814999999999995;0.44804874999999994
2074;0.0;0.0;0.0;0.28079000000000004;0.0
2075;0.0;0.0;0.0;0.243;0.0
2076;0.0;0.0;0.0;0.23889;0.0
2077;0.0;0.0;0.0;0.21955000000000002;0.0
2078;0.0;0.0;0.0;0.2179;0.0
2079;0.0;0.0;0.0;0.21009999999999998;0.0
2080;0.0;2.71052631578947;0.0;0.20855;-0.565280263157894
2081;2.575;11.5;0.0;0.20377;-2.343355
2082;13.5;0.0;0.0;0.26031;0.0
2083;13.5;0.0;11.5;0.30462;3.50313
2084;1.39473684210526;0.0;1.325;0.30027;0.39785774999999995
2085;0.0;0.0;0.0;0.283;0.0
2086;0.0;0.0;0.0;0.25611;0.0
2087;0.0;0.0;11.5;0.24397;2.805655
2088;0.0;0.0;0.0;0.22731;0.0
2089;0.0;0.0;0.0;0.21936000000000003;0.0
2090;0.0;0.0;0.0;0.21289;0.0
2091;0.0;11.5;0.0;0.21;-2.415
2092;10.925;2.71052631578947;0.0;0.21289;-0.5770439473684202
2093;13.5;0.0;0.0;0.22527;0.0
2094;13.5;0.0;0.0;0.2591;0.0
2095;13.5;0.0;0.0;0.29536;0.0
2096;13.5;0.0;11.5;0.31909;3.6695349999999998
2097;1.39473684210526;0.0;1.325;0.2999;0.3973675
2098;0.0;0.0;0.0;0.29801;0.0
2099;0.0;0.0;0.0;0.27594;0.0
